name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
South Mountain MS,4.7,0,0.82,14.83,71.91,0.41,0.16,2.47,70.43,12.69,46.71,1214,20.35,Yes,7.58
South Park Elem Center,2.14,0.31,5.21,4.44,1.68,0,0.61,1.84,30.93,3.06,49.77,653,13.94,Yes,85.6
South Park MS,1.92,0,2.69,4.99,1.54,0,0.38,4.61,29.56,1.92,47.98,521,12.86,No,88.48
South Park SHS,2.14,0,1.25,3.75,0.71,0,0.36,3.93,27.86,0.18,47.5,560,12.5,No,91.79
South Philadelphia HS,7.01,0,15.09,45.73,23.17,0,0.15,0.15,73.63,28.2,42.23,656,35.52,Yes,8.84
South Scranton Intrmd Sch,6.03,0.16,6.83,14.76,44.76,0.32,0.32,1.27,84.13,13.02,46.83,630,21.9,Yes,27.14
South Side El Sch,10.53,0,23.42,34.08,16.85,0.25,0,0.62,75.46,21.07,51.55,807,6.69,Yes,15.12
South Side HS,1.56,0,0,0.31,0,0,0,6.56,31.56,0,43.13,320,17.19,No,98.13
South Side MS,4.17,0,0,0,0,0,0,7.41,37.5,0,43.52,216,12.96,No,95.83
South St Marys Street El Sch,2.19,0,0.73,0.91,2,2.19,0,1.28,49.18,0.18,47.91,549,18.58,Yes,94.17
South Western SHS,3.49,0,2.22,3.49,5,0.32,0.08,4.2,35.61,0.71,46.23,1261,10.55,No,85.73
South Williamsport Area JSHS,3.29,0,2.6,3.29,1.9,15.57,0.17,1.56,38.75,0,49.83,578,13.67,No,88.75
Southeast Delco Kindergarten Center,3.69,0,1.85,73.43,7.01,0,0,0,63.84,2.21,45.76,271,0,Yes,14.02
Southeast El Sch,6.38,0,0.23,4.78,61.96,0,0,1.37,71.07,22.1,51.94,439,11.16,Yes,26.65
Southern Columbia HS,1.29,0.26,0.26,0.52,2.58,0,0,4.65,19.12,0.52,46.77,387,9.56,No,95.09
Southern Columbia MS,1.9,0,0.47,0.47,1.9,0,0,3.55,27.49,0,46.68,422,19.91,No,95.26
Southern El Sch,2.21,0.6,0.2,2.62,2.01,0,0.2,1.61,22.54,0.2,50.5,497,13.68,No,92.15
Southern Fulton El Sch,0.55,0,0.83,0.28,1.1,0,0.28,0.83,0.83,0.55,46.56,363,20.11,Yes,96.97
Southern Fulton JSHS,2.19,0.63,0.94,0.63,1.88,0,0,1.88,12.81,0.63,43.75,320,14.69,No,93.75
Southern Huntingdon Co HS/MS,0,0,0.16,1.42,1.27,0,0,2.85,44.15,0,46.2,632,24.68,No,97.15
Southern Lehigh Intermediate Sch,0,0.45,7.19,0.9,4.94,0,0.15,4.64,15.57,0.75,49.25,668,10.18,Yes,86.38
Southern Lehigh MS,0.76,0,6.87,1.53,6.68,0,0.19,8.21,17.37,0.57,51.72,524,9.92,Yes,83.97
Southern Lehigh SHS,1.02,0.46,5.36,2.22,6.19,0,0,7.95,17.56,0.37,51.02,1082,12.2,No,84.75
Southern MS,1.06,0,0.53,8.48,86.62,0,0,2.65,98.41,30.73,47.55,755,31.52,Yes,3.31
Southmoreland El Sch,4.16,0,0.38,0.95,1.32,1.32,0,0.57,57.09,0.19,47.45,529,16.64,Yes,93.19
Southmoreland MS,3.28,0,0.22,0.44,0.66,1.53,0,3.28,53.83,0,52.3,457,19.47,No,95.4
Southmoreland Primary Center,5.15,0.74,0.37,0.74,0.74,0,0,0,60.66,0,45.59,272,8.46,Yes,92.28
Southmoreland SHS,1.44,0,0.72,1.26,0.72,0.9,0.18,6.32,47.47,0,50.72,554,13.9,No,95.67
Southside El Sch,2.52,0,0.32,0.63,1.26,1.26,0,1.58,43.53,0,44.48,317,16.72,Yes,95.27
Southwark Sch,3.83,0.21,26.41,9.8,48.78,0,0,0.11,72.63,39.83,48.14,939,10.12,Yes,10.97
Southwest El Sch,5.17,0,1.03,2.07,68.8,0,0,1.86,71.49,21.49,53.31,484,13.84,Yes,22.93
Southwest Leadership Academy CS,1.42,0,0.65,93.16,4.52,0,0,0.26,99.74,5.42,50.84,775,13.29,Yes,0.26
Southwest MS,0.87,0,0,9.46,86.03,0,0.15,0.44,95.05,27.95,45.71,687,32.46,Yes,3.49
Spectrum CS,16.13,6.45,0,29.03,3.23,0,0,0,51.61,0,16.13,31,93.55,No,45.16
Sporting Hill El Sch,5.75,0.18,7.18,4.31,5.39,5.92,0.36,0,25.13,6.28,47.76,557,8.8,No,76.84
Spring City El Sch,11.18,0.66,0.66,7.24,7.89,0,0,4.61,44.74,0,45.39,152,12.5,Yes,72.37
Spring Cove El Sch,3.93,0,0.28,0.84,2.25,0.56,0,0.28,47.47,0.56,45.22,356,12.36,Yes,92.7
Spring Cove MS,2.25,0,0,1.25,2,0.5,0,2.5,48.5,1,46.25,400,19.25,No,94.5
Spring Creek El Sch,7.08,0.28,4.53,1.7,2.27,0,0,3.68,14.73,0.28,47.59,353,9.92,Yes,84.14
Spring Farms El Sch,0.52,0,0,1.05,1.05,0,0,2.62,48.69,0,49.74,191,20.42,Yes,97.38
Spring Forge Intrd Sch,4.59,0.46,0.69,6.42,10.55,0,0,1.15,35.78,2.06,47.25,436,15.37,Yes,77.29
Spring Garden El Sch,2.08,0.21,1.25,10.6,27.23,0,0.42,1.25,43.45,5.82,47.82,481,14.55,No,58.21
Spring Garden Sch,1.18,0,1.18,60.24,36.61,0,0,0,79.13,26.77,49.61,254,10.63,Yes,0.79
Spring Grove Area HS,3.34,0,1.37,5.06,5.66,0.17,0.09,4.46,24.08,1.2,47.47,1167,15.6,No,84.49
Spring Grove Area Intrmd Sch,3.89,0,0.51,3.04,8.11,1.01,0,3.72,26.18,1.69,45.61,592,16.72,No,84.46
Spring Grove Area MS,3.86,0,0.46,5.09,7.41,1.08,0.15,4.63,27.31,1.39,46.76,648,14.66,No,83.02
Spring Grove El Sch,4.6,0,0.92,4.75,7.82,1.23,0,1.38,27.15,2.61,48.77,652,9.97,Yes,81.9
Spring Ridge El Sch,6.46,0,4.24,6.46,30.91,2.02,0,3.84,37.98,6.46,51.11,495,19.6,Yes,51.92
Spring-Ford Intrmd Sch 5th/6th,6.55,0,11.77,4.48,5.39,0.17,0,8.29,15.84,1.99,47.35,1206,18.74,Yes,71.81
Spring-Ford MS 7th Grade Ctr,7.3,0,11.34,5.9,5.75,0,0,9.47,18.17,0.78,49.07,644,21.27,No,69.72
Spring-Ford MS 8th Grade Ctr,5.3,0.16,9.83,2.96,4.99,0,0,9.67,17.63,0.31,46.65,641,19.34,No,76.76
Spring-Ford SHS 9-12 Ctr,5.34,0,8.01,4.68,4.41,0.04,0,7.35,18.34,0.62,50.23,2584,18,No,77.55
Springdale JSHS,3.58,0.26,0.26,1.28,1.02,0,0,7.16,43.99,0,45.78,391,16.37,No,93.61
Springfield El Sch,0.65,0,0,0,0.65,0.65,0,0,61.29,0.32,41.29,310,24.52,Yes,98.71
Springfield HS,2.54,0.07,7.62,6.2,2.99,0.15,0.15,5.98,19.81,1.12,47.83,1338,17.34,No,80.42
Springfield Literacy Center,4.4,0,6.2,4.73,2.94,0.33,0,0,9.14,2.12,50.08,613,10.11,No,81.73
Springfield Twp El Sch-Enfield,5.98,0.18,3.69,7.21,7.38,0,0,0,18.28,3.16,50.26,569,13.01,Yes,75.57
Springfield Twp El Sch-Erdenhm,7.52,0.33,1.8,9.48,9.48,0,0,7.19,19.12,2.29,47.71,612,14.54,No,71.41
Springfield Twp HS,4.09,0.14,4.5,11.05,6.14,0,0.14,3.96,21.28,1.5,48.84,733,20.6,No,73.94
Springfield Twp MS,5.21,0,3.32,11.53,7.42,0,0,7.27,19.27,2.05,44.55,633,17.06,No,72.51
Springhouse MS,5.25,0.16,18.42,6.97,15.52,0.63,0.08,8.86,27.43,2.59,46.71,1276,13.56,No,53.61
Springton Lake MS,8.77,0.22,6.28,4.87,3.57,0.11,0,12.55,17.1,1.19,48.27,924,14.29,No,76.3
Springton Manor El Sch,1.52,0,10.14,0.34,4.05,0,0.17,1.86,7.6,0.51,50.84,592,12.5,No,83.78
Spruance Gilbert Sch,4.67,0.63,12.75,38.4,32.86,0,0.48,0.24,77.91,26.76,49.64,1263,13.38,Yes,10.21
St Marys Area MS,1.97,0,0.87,0.44,1.31,0.44,0,3.49,49.56,0,50,458,21.62,Yes,95.41
St Marys Area SHS,2.33,0,0.16,0.31,1.56,0.78,0,2.64,40.44,0,47.59,643,18.66,No,95.65
St Thomas El Sch,3.48,0.32,0.32,1.58,4.75,0,0,0,54.75,0.95,47.47,316,12.97,Yes,89.56
Standing Stone El Sch,5.39,0,0.47,1.17,0.7,0,0,1.17,56.67,0.47,45.2,427,19.44,Yes,92.27
Stanton Edwin M Sch,4.46,1.27,2.55,74.2,7.01,0,0.64,0.96,69.43,0.96,43.63,314,16.88,Yes,9.87
Stanwood El Sch,5.89,0,0.38,0.76,1.52,0.76,0,0.95,38.21,0.38,50.19,526,12.74,Yes,91.44
State College Area HS,6.41,0.13,7.81,2.95,4.14,0.08,0.04,3.5,20.46,1.6,49.03,2370,13.08,No,78.52
State El Ctr,10.5,0.37,0.46,16.67,17.77,1.93,0.09,0.18,81.03,1.84,49.82,1086,21.64,Yes,54.14
State Street El Sch,11.23,0.35,0.35,16.84,1.4,2.11,0,0.35,50.53,0,50.53,285,15.09,Yes,69.82
Stearne Allen M Sch,3.64,0.61,0.61,56.36,35.15,0,0.2,0,87.88,7.07,49.9,495,18.99,Yes,3.43
Steel Center for Career and Technical Education,7.45,0.13,2.39,9.84,1.73,0,0,1.2,49.34,0,38.16,752,27.79,No,78.46
Steel Edward Sch,0.95,1.91,0,92.12,4.53,0,0,0,84.96,0.48,43.91,419,21.48,Yes,0.48
Steel Valley MS,10.57,0,1.63,36.86,0.54,0,0,6.78,71.82,0,49.32,369,29.81,No,50.41
Steel Valley SHS,7.46,0,1.24,34.33,1.74,0,0,6.97,75.12,0.75,49.5,402,24.63,No,55.22
Steelton-Highspire El Sch,6.17,0.14,0.69,56.1,26.61,2.61,0,0,72.43,6.04,51.99,729,11.66,Yes,10.29
Steelton-Highspire HS,5.94,0,0,52.62,27.45,1.92,0,0.17,81.64,5.42,47.2,572,24.13,Yes,13.99
Stetser El Sch,1.1,0,0.37,90.48,6.59,0,0,1.47,84.62,1.83,48.72,273,19.78,Yes,1.47
Stetson MS,2.79,0.12,5.12,5.93,6.05,0.23,0,8.26,16.16,2.56,47.21,860,17.91,No,80
Stevens El Sch,6.5,0.56,1.13,11.86,64.97,0.56,0.28,0.56,85.03,28.53,50.85,354,13.28,Yes,14.69
Stevens Primary Sch,25.2,0,0,31.71,9.35,0,0,0,88.21,0,48.37,246,13.01,Yes,33.74
Stewart El Sch,2.92,0,0.36,1.82,2.19,0,0,0,35.77,0,47.81,274,14.96,Yes,92.7
Stewart MS,7.5,0,1.03,29.37,55.11,0,0,1.42,81.76,16.04,51.1,773,19.53,Yes,6.99
Stewartstown El Sch,2.13,0,0,3.19,2.39,3.46,0,2.66,25.53,0,45.48,376,9.04,No,92.29
Stewartsville El Sch,5.15,0,0,0.47,2.11,0,0,3.28,18.27,0.23,47.31,427,14.75,Yes,92.27
Sto-Rox JSHS,12.96,0,0,56.28,2.23,0,0,0.61,87.85,0.4,49.8,494,26.52,Yes,28.54
Sto-Rox Primary Ctr,16.71,0,0,59.61,1.95,0,0,0,99.72,1.39,48.19,359,20.33,Yes,21.73
Sto-Rox Upper El Sch,13.56,0,0,55.59,1.36,0,0,0,91.86,1.36,53.9,295,29.49,Yes,29.49
Stone Valley Community CS,2.38,0,0,2.38,2.38,0,0,0,36.9,0,51.19,84,17.86,Yes,92.86
Stonehurst Hills El Sch,5.59,0,5.97,75.92,9.63,0,0,1.35,87.09,7.71,45.86,519,16.96,Yes,2.89
Stony Brook El Sch,4.19,0.22,3.97,7.51,14.13,1.32,0,0,36.64,4.19,51.43,453,8.61,Yes,69.98
Stony Creek El Sch,8.01,0,25.14,4.92,4.19,0,0.36,4.37,13.11,2.91,48.82,549,12.93,No,57.38
Stourbridge Primary Ctr,1.53,1.02,1.02,0,7.89,0.51,0,0.51,53.69,0.76,46.06,393,18.58,Yes,88.55
Strath Haven HS,6.19,0,9.9,8.69,4.34,0,0,17.38,13.68,0.48,45.78,1243,17.78,No,70.88
Strath Haven MS,6.34,0.12,9.1,7.37,4.49,0,0,15.32,13.13,1.15,46.2,868,21.2,No,72.58
Strawberry Mansion HS,1.74,0,0,92.44,5.23,0,0,0,81.4,0,52.91,172,50.58,Yes,0.58
Strayer MS,3.78,0.35,2.83,3.19,10.39,0,0.12,1.42,33.65,2.24,48.17,847,21.02,No,79.34
Streams El Sch,6.21,0,8.35,1.5,2.57,0.86,0.21,6,8.14,3.21,49.25,467,14.78,No,81.16
Strodes Mills El Sch,0.88,0,0.88,0.88,0.88,3.08,0,0,49.34,0,52.86,227,16.3,Yes,96.48
Strong Vincent MS,4.3,0.47,1.4,30.12,12.79,0,0.12,0.35,69.65,3.26,47.09,860,27.91,Yes,50.81
Stroudsburg HS,2.64,0.32,3.44,19.44,22.48,0,0.08,3.6,33.76,1.28,49.44,1250,16,No,51.6
Stroudsburg JHS,4.2,0.25,3.96,19.53,25.22,0,0,3.71,38.69,2.22,46.11,809,19.9,No,46.85
Stroudsburg MS,4.85,0.09,3.77,18.69,26.5,0,0.09,4.13,42.23,3.86,44.92,1113,22.28,No,46
Sugar Valley Rural CS,1.25,0,0,0.84,1.88,0,0,0,56.99,0,45.09,479,31.73,Yes,96.03
Sugarcreek El Sch,2.68,0.45,0,0,1.34,0,0,2.68,50.89,0,52.23,224,14.29,Yes,95.54
Sugartown El Sch,5.77,0,23.26,1.59,14.31,0,0,2.19,20.48,9.94,47.12,503,13.32,Yes,55.07
Sullivan Co El Sch,0.62,0,0,1.54,0.31,0,0,0,49.23,0,48.31,325,21.85,Yes,97.54
Sullivan Co JSHS,1.49,0.37,1.12,1.87,0.37,0,0,1.87,39.93,0,48.51,268,21.64,No,94.78
Sullivan James J Sch,4.77,0.22,1.08,47.29,36.88,0,0,0.22,86.12,10.41,47.07,461,18.87,Yes,9.76
Summit Township El Sch,1.28,0,0,1.28,0.43,0,0,1.71,51.28,0,42.31,234,18.8,Yes,97.01
Summitview El Sch,6.73,0.48,1.44,3.37,9.38,0,0,1.2,43.51,3.85,50,416,6.97,Yes,78.61
Sun Valley HS,2.47,0,1.9,8.85,3.9,0,0.1,3.52,30.07,0.57,50.14,1051,18.36,No,82.78
Sunrise El Sch,3.79,0,0.27,1.08,1.08,0,0,1.9,8.67,0,47.15,369,9.49,No,93.77
Sunset Valley El Sch,3.74,0,1.76,0,1.98,0,0,1.54,11.87,0,52.09,455,13.85,No,92.53
Susq-Cyber CS,3.7,1.85,0,1.85,9.26,0,0,0,55.56,0,62.04,108,24.07,No,83.33
Susquehanna Community El Sch,0.22,0,0.44,1.1,1.1,0.22,0,0,53.19,0,52.53,455,21.1,Yes,97.14
Susquehanna Community JSHS,0.32,0.95,0.32,0.32,0.95,0.63,0,1.58,53.63,0,49.84,317,17.03,No,97.16
Susquehanna County Career and Technology Center,2.41,0.27,0,0.53,1.87,0,0,0,50.8,0,35.83,374,34.22,No,94.92
Susquehanna Twp HS,8.11,0.42,14.83,43.22,13.57,0.14,0.14,3.08,57.62,9.09,49.51,715,15.94,No,19.72
Susquehanna Twp MS,10.27,0.43,13.6,36.9,15.77,0.14,0.72,1.01,58.32,5.21,48.91,691,15.92,Yes,22.29
Susquehannock HS,1.13,0.1,1.24,4.63,4.12,0,0.1,4.84,24.3,0.31,49.33,971,19.67,No,88.67
Susquenita Elementary School,7.53,0,0.43,0,5.68,1.7,0,0.14,39.06,0.57,47.16,704,14.91,Yes,86.36
Susquenita HS,4.71,0.21,0.21,0.21,4.71,1.07,0.21,4.5,29.55,0.21,46.47,467,22.27,No,89.72
Susquenita MS,5.89,0.38,0.19,0.57,4.75,0.76,0.19,2.47,32.32,0.38,47.15,526,18.82,No,88.02
Swarthmore-Rutledge Sch,6.06,0,7.66,5.35,2.5,0,0,3.57,9.8,1.78,48.84,561,10.52,No,78.43
Swatara MS,11.62,0.34,13.13,29.29,23.23,1.01,0.17,2.36,72.05,10.94,44.11,594,17.85,No,22.22
Swenson Arts and Technology High School,5.33,0.52,5.2,25.36,31.6,0,0,0.26,58.91,6.37,36.67,769,21.85,Yes,31.99
Swift MS,2.35,0,0.29,1.47,6.74,0,0,8.8,39.88,1.17,48.97,341,20.53,No,89.15
Swiftwater El Ctr,4.62,0.11,1.61,16.02,25.59,0.32,0.32,0.54,30.11,7.2,48.17,930,15.91,Yes,51.72
Swiftwater Interm Sch,2.61,0.26,2.22,14.6,25.16,0.39,0.26,2.09,37.94,2.74,47.33,767,23.99,Yes,54.89
Sylvan Heights Science CS,5.14,0,0.93,68.69,22.43,0,0,0,57.01,1.87,57.48,214,9.35,Yes,2.8
TECH Freire CS,2.66,0.76,0.38,89.92,5.13,0,0.19,0,86.31,1.9,47.34,526,20.72,Yes,0.95
Tacony Academy CS,10.45,0.19,5.46,36.73,21.74,0.19,0.37,0,50.42,3.98,50.6,1081,13.78,Yes,25.07
Taggart John H Sch,5.47,0.2,52.93,9.38,26.76,0,0,0.2,76.56,35.55,45.31,512,12.11,Yes,5.27
Tamanend MS,3.17,0.12,13.13,1.29,10.55,0.12,0,9.85,15.83,1.52,50.76,853,15.83,No,71.75
Tamaqua Area MS,1.42,0.2,0.41,2.44,8.94,0,0.2,4.88,47.36,2.24,50,492,24.8,Yes,86.38
Tamaqua Area SHS,0.57,0,0.57,1,8.14,0,0,3.86,39,2.14,47.43,700,23,No,89.71
Tamaqua El Sch,0.77,0.31,0.46,2.91,9.04,0,0,0,57.27,0.31,48.7,653,17.3,Yes,86.52
Tawanka El Sch,3.6,0,4.27,0.93,7.87,0,0.27,0.93,29.6,4.4,49.07,750,13.87,No,83.07
Taylor Bayard Sch,2.64,0,0.66,18.9,76.92,0,0,0,86.59,28.13,51.65,455,18.02,Yes,0.88
Tenth & Green El Sch,0.56,0,0.37,4.08,91.28,0,0,0.19,96.29,30.24,48.61,539,16.7,Yes,3.71
Tenth & Penn El Sch,0.84,0.28,0,4.47,90.78,0,0,0.84,96.93,31.84,49.72,358,19.55,Yes,3.63
Tenth Street El Sch,6.49,0,1.47,1.77,0.59,0,0.59,0.88,11.8,0.59,46.9,339,10.32,No,89.09
The Linc,3.24,0.4,0.4,39.68,52.63,0,0,0,80.57,18.62,46.56,247,14.17,Yes,3.64
The New Academy CS,3.51,0.88,0,82.46,0,0,0,1.75,80.7,0,42.98,114,47.37,Yes,13.16
The Philadelphia CS for Arts and Sciences at HR Edmunds,8.65,0,0.8,52.78,35.09,2.39,0.3,0.2,75.05,8.35,50.5,1006,22.56,Yes,2.39
The SD of Philadelphia Virtual Academy,3.97,0.48,3.81,65.56,14.29,0,0.16,0.32,0.32,2.22,56.98,630,16.83,Yes,11.75
The Science Leadership Academy at Beeber,3.13,0.15,4.02,73.96,6.55,0,0,1.79,46.43,3.72,52.53,672,11.01,Yes,12.2
The U School: Innovative Lab,3.19,0,0.35,73.76,20.57,0,0,0.35,82.98,2.84,58.87,282,19.86,Yes,2.13
The Workshop School,3.49,0,3.49,89.08,3.49,0,0,0.44,79.91,4.8,36.24,229,25.33,Yes,0.44
Third Avenue El Sch,5.68,0,5.68,9.09,18.18,0,0,0,51.14,0,56.82,88,0,No,61.36
Thirteenth & Green El Sch,1.71,0,0,4.36,90.32,0,0,0,96.96,32.07,52.37,527,14.61,Yes,3.61
Thirteenth & Union El Sch,3.92,0,0.31,3.92,85.11,0,0,0,90.91,27.74,51.88,638,16.3,Yes,6.74
Thomas Fitzwater El Sch,8.68,0.26,10.79,12.11,6.32,1.05,0,8.42,15.26,2.11,47.63,380,15,Yes,61.84
Thomas Jefferson El Sch,1.4,0,0.47,11.63,60.47,0,0,0.93,70.7,5.12,42.79,215,13.02,Yes,26.05
Thomas Jefferson HS,1.36,0.1,3.25,3.46,1.99,0,0,6.51,21.09,0.73,50.68,953,8.71,No,89.82
Thomas W Holtzman Jr El Sch,11.64,0,15.95,35.49,15.66,0.43,0.43,0.72,63.94,7.47,52.3,696,15.09,Yes,20.83
Thomas Wharton El Sch,6.4,0,2.62,9.88,47.38,0,0,3.49,76.45,14.53,50.58,344,11.63,Yes,33.72
Tidioute Community CS,1.74,0,1.05,0,1.74,0.35,2.44,0,49.48,0,50.52,287,21.6,Yes,93.03
Tilden El Center,2.16,0,0.98,0.59,6.68,1.18,0.2,0.79,53.83,2.36,49.51,509,15.72,Yes,89.39
Tilden William T MS,2.05,0.29,5.26,80.12,10.82,0,0,0,82.46,17.54,45.91,342,24.27,Yes,1.46
Tinicum El Sch,2.1,0.7,1.4,0,4.9,0,0,0.7,26.57,0,40.56,143,23.08,Yes,90.91
Tinicum Sch,9.01,0,2.8,6.21,5.59,0,0.62,1.55,61.8,0.62,45.34,322,32.61,Yes,75.78
Titus El Sch,5.57,0.17,17.74,0.52,5.22,0,0,2.78,9.39,1.22,50.78,575,9.57,Yes,70.78
Titusville High School,2.09,0.19,0.38,1.14,2.47,1.33,0,5.69,66.03,0.38,45.16,527,14.23,No,93.74
Titusville Middle School,4.57,0.43,1.09,0.65,1.09,2.61,0,3.7,61.09,0.22,50.22,460,12.83,Yes,92.17
Toby Farms Intermediate School,0.92,0,0,86.81,11.35,0,0,0.92,84.05,7.98,46.93,326,31.6,Yes,0.92
Tobyhanna El Ctr,2.11,0.18,1.58,11.09,23.24,0.18,0.35,1.41,50.53,5.11,52.11,568,17.08,Yes,61.44
Todd Lane El Sch,3.48,0,0.19,5.22,2.71,0,0.19,0.97,33.27,0.19,46.23,517,17.6,Yes,88.2
Tohickon MS,2.19,0,6.24,1.5,10.51,0.12,0.12,9.47,13.28,4.39,48.27,866,14.67,No,79.45
Towamensing El Sch,1.09,0,0,1.45,4.71,1.09,0,1.45,28.99,0,48.55,276,22.1,No,92.75
Towanda Area El Sch,1.3,0.22,0.65,2.17,1.08,0,0,0.43,61.61,0.22,49.89,461,18,Yes,94.58
Towanda Area JSHS,0.89,0,0.3,1.04,1.78,0,0,0.89,60.68,0,51.78,674,15.13,No,95.99
Tracy El Sch,6.02,0,11.11,8.33,21.99,0,0.46,0,31.94,3.7,46.3,432,13.19,No,52.08
Trafford El Sch,5.97,0,0,2.49,1.99,0,0,3.48,38.31,0,55.72,201,13.43,Yes,89.55
Trafford MS,3.21,0,1.28,0.96,0.64,0,0.32,6.41,20.19,0.32,50,312,8.01,Yes,93.59
Tredyffrin-Easttown MS,7.01,0,27.96,2.55,2.28,0.73,0.09,16.48,6.65,0.91,50.46,1098,14.85,No,60.11
Trexler MS,4.65,0,0.49,12.96,75.92,0,0.24,2.44,76.65,17.48,43.52,818,23.35,Yes,5.75
Tri-Community El Sch,12.2,0.49,9.76,33.9,20.49,1.46,0,0.24,81.95,6.83,51.22,410,10.49,Yes,23.17
Tri-Valley JSHS,1.9,0.71,0.24,0.24,1.66,1.43,0.95,2.61,33.97,0.24,47.74,421,17.34,No,94.3
Trimmer El Sch,10.34,0.52,1.03,5.94,19.9,1.03,0,3.88,49.35,3.62,47.55,387,16.02,No,62.27
Trinity East El Sch,3.84,0,1.44,0.96,2.64,0.24,0,0.96,23.5,0.24,49.64,417,15.35,No,91.13
Trinity MS,6.66,0.53,1.33,1.46,1.86,0,0.13,3.99,35.42,0.27,48.47,751,21.57,No,88.02
Trinity North El Sch,6.22,0,0.52,1.04,2.85,0.26,0,0,51.55,2.59,45.85,386,21.24,Yes,89.38
Trinity SHS,4.04,0.1,1.54,1.35,1.92,0,0.1,4.81,30.48,0.67,51.73,1040,13.85,No,90.96
Trinity South El Sch,5.78,0,0.72,0.36,0,0,0,1.08,31.41,0,50.18,277,22.02,No,93.14
Trinity West El Sch,7.62,0.49,0,2.46,0.25,0,0.25,1.47,47.17,0,48.16,407,16.46,Yes,88.94
Troy Area JSHS,1.11,0.32,1.42,0.95,1.42,0,0,3.96,44.94,0,48.89,632,17.09,No,94.78
Troy Intrmd Sch,2.71,0,0.45,0.45,0.45,0.23,0,2.26,52.26,0.68,44.34,442,22.62,Yes,95.93
Truman SHS,5.56,0.19,3.09,18.83,15.25,0,0.19,3.09,60.93,4.14,48.46,1620,24.2,Yes,56.91
Trumbauersville El Sch,5.44,0,1.43,3.72,11.17,0,0,1.72,29.51,3.44,47.56,349,21.2,No,78.22
Tulpehocken JSHS,1.69,0,0.31,1.54,13.08,0,0,5.69,40.46,2.15,47.08,650,25.23,Yes,83.38
Tunkhannock Area Intermediate Center,1.36,0.17,0,0.51,1.02,0.85,0.34,0.34,61.63,0,48.56,589,25.3,Yes,96.6
Tunkhannock Area Primary Center,4.68,0,0.25,0,1.23,0,0,0,53.2,0.99,50.49,406,11.58,Yes,93.84
Tunkhannock HS,3.37,0.11,0.43,0.87,0.76,0.11,0.11,3.47,44.63,0.33,47.99,921,16.94,No,94.35
Tunkhannock STEM Academy,3.75,0,0,0,1.25,0.63,0.63,1.25,53.13,0.63,51.88,160,26.25,No,94.38
Turbotville El Sch,3.76,0,0.71,0.94,0.47,3.06,0,0.24,40.47,0,42.59,425,14.82,Yes,94.12
Turkeyfoot Valley Area El Sch,0.67,0,0,0,3.33,0.67,0,0,63.33,1.33,50.67,150,18.67,Yes,96
Turkeyfoot Valley Area JSHS,0,0,0,0,1.53,0.76,0,3.05,51.15,0,45.04,131,17.56,No,98.47
Turner Intermediate Sch,4.75,0,0,91.53,2.37,0,0,0,97.63,1.02,53.22,295,27.8,Yes,1.36
Turtle Creek EL STEAM Academy,7.52,0,0.42,52.4,6.05,0,0,3.55,61.17,0,46.14,479,15.03,Yes,33.61
Tuscarora MS,1.85,0.26,0.79,1.85,12.7,0,0.53,1.32,55.82,7.41,46.56,378,24.87,No,82.01
Tussey Mountain EL,2.17,0,0.27,0.82,0.54,0,0,0,63.86,0,47.55,368,13.86,Yes,96.2
Tussey Mountain HS,0.74,0,0,0.74,1.11,0,0,2.21,63.47,0.37,51.66,271,16.61,No,97.42
Tussey Mountain MS,1.33,0,0.33,0,0.33,0.66,0,0.33,61.79,0,47.18,301,22.26,No,98.01
Twelfth & Marion El Sch,1.59,0,0.2,4.18,88.84,0.2,0,0.2,93.43,29.88,50.2,502,13.55,Yes,5.18
Twin Rivers El Sch,13.07,0.43,0.14,54.89,2.73,0,0.29,1.01,82.47,0.14,48.28,696,23.13,Yes,28.45
Twin Valley El Ctr,2.1,0,1.2,1.2,6.31,0,0,0.6,26.43,2.1,45.05,333,13.81,Yes,89.19
Twin Valley HS,1.59,0.1,1.69,1.59,3.77,0,0,7.44,24.11,0.6,51.69,1008,17.36,No,91.27
Twin Valley MS,4.32,0.42,0.74,1.58,4.42,0,0,7.68,28.11,1.05,51.16,950,21.47,No,88.53
Tyrone Area El Sch,1.21,0.13,0.13,0.94,0.94,0,0,0.27,50.27,0.4,46.23,742,13.34,Yes,96.63
Tyrone Area HS,1.45,0.91,0.18,2,2,0,0.36,0.91,45.27,0,50.73,550,12.55,No,93.09
Tyrone Area MS,0.75,0.37,0.37,1.49,0.93,0,0.37,0.56,48.13,0,47.01,536,15.11,No,95.71
Tyson-Schoener El Sch,0.86,0,0.65,6.7,86.39,0.22,0,0.43,96.76,22.46,49.46,463,24.19,Yes,5.4
Unami MS,2.95,0.12,14.88,2.72,2.95,0,0.12,9.92,7.44,0.24,51,847,12.51,No,76.27
Union Area HS,1.48,0,0.49,10.84,0.49,0,0,2.96,47.29,0,44.83,203,22.17,No,86.7
Union Area MS,1.73,0.58,0,9.25,0,0,0,0.58,52.6,0,50.87,173,19.08,Yes,88.44
