SchoolName,AcademicYearId,Federal-Non-Personnel,Federal-Personnel,Local-Non-Personnel,Local-Personnel,State-Non-Personnel,State-Personnel
Avis El Sch,2021,61650.04,127254.8,150324.49,1132333.32,185308.33,1395852.31
Avon Grove HS,2021,69908.38,695639.43,3410000.5,12760501.83,1804174.76,6751370.08
Avon Grove Intrmd Sch,2021,53836.06,766777.61,2861621.19,9205566.97,1514036.36,4870512.95
Avona El Sch,2021,17904.86,273789.08,374573.64,1761540.18,110053.32,517557.4
Avonworth El Sch,2021,165792.0,312323.0,1062893.0,5017175.0,313543.0,1480018.0
Avonworth HS,2021,71757.0,0.0,559330.0,5662812.0,164997.0,1670474.0
Avonworth MS,2021,103787.0,0.0,329236.0,3333276.0,97121.0,983284.0
Avonworth Primary Center,2021,79603.0,246910.0,840280.0,3966378.0,247875.0,1170043.0
B F Morey El Sch,2021,51448.31,622573.85,231372.82,3316181.21,122241.58,1752043.37
Bache-Martin Sch,2021,710736.73,3512804.69,1209364.33,4291024.19,27198.93,204635.17
Baggaley El Sch,2021,229297.47,296955.16,2783292.19,5378803.2,2338.08,165690.97
Bainbridge El Sch,2021,22535.0,43096.0,249534.0,1431791.0,112741.0,710730.0
Baker El Sch,2021,177659.96,295512.68,266974.88,901889.2,587365.37,2311828.3
Bala-Cynwyd MS,2021,32232.53,267628.62,2847839.86,23645780.93,476068.07,3952821.03
Bald Eagle Area JSHS,2021,0.0,224183.91,0.0,3427488.64,0.0,0.0
Bald Eagle Area MS/SHS,2021,405291.59,0.0,6026059.4,0.0,5911109.13,3312902.0
Baldi C C A MS,2021,2119429.02,10021548.42,3743923.99,7851667.46,83715.46,335495.28
Baldwin SHS,2021,735251.78,409455.9,4295119.39,25177300.74,44942.0,964.0
Bancroft El Sch,2021,119671.12,202314.54,1230019.26,4514481.56,307657.18,1129179.62
Bangor Area HS,2021,271159.43,336251.12,2412923.47,1709207.9,0.0,264984.95
Bangor Area MS,2021,163127.34,314656.19,1140296.53,6249406.91,1274.4,103441.64
Barclay El Sch,2021,113428.0,509347.0,1355950.0,7908457.0,359345.0,2095848.0
Baresville El Sch,2021,14513.51,332451.87,410650.15,4781734.0,195974.0,2281980.32
Barkley El Sch,2021,8857.0,41463.0,700351.0,3911562.0,157915.0,881979.0
Baron EL Sch,2021,57485.35,357124.36,1114612.01,3168159.23,427444.29,1214962.29
Barrett El Sch,2021,55680.0,355940.0,402253.0,3503864.0,2242.0,1.0
Barry Comm John Sch,2021,780043.3,4064006.99,1257658.02,3694731.0,28588.8,618614.85
Bart-Colerain El Sch,2021,120650.84,337089.14,542296.51,1549886.25,298082.4,851921.05
Barth El Sch,2021,143214.41,782885.95,479219.19,1934579.67,469614.66,1895806.75
Barton Clara Sch,2021,877014.97,4002685.64,1246589.29,2920313.44,29722.24,752244.61
Bartram John - Main,2021,712454.87,4900738.36,1245582.38,2805039.38,28000.59,112214.22
Bear Creek School,2021,127213.0,257328.0,1382309.0,7172177.0,623467.0,3561906.0
Beaty-Warren MS,2021,706858.59,996919.34,943357.71,2874301.55,1525647.19,4648470.08
Beaumont El Sch,2021,15348.78,57220.99,1522339.63,5675355.96,272507.29,1015920.39
Beaver Area MS,2021,11768.87,57566.77,376603.71,1842136.54,200070.72,978635.04
Beaver Area SHS,2021,45380.45,182831.57,1452174.37,5850610.2,771467.64,3108136.67
Beaver Creek El Sch,2021,49260.32,185149.47,835377.18,5103786.98,251865.17,1538785.32
Beaver Falls Area SHS,2021,580644.05,806629.48,1211491.65,1683001.62,2804836.17,3896472.44
Beaver Falls MS,2021,211687.29,596175.72,441677.45,1243897.89,1022568.24,2879862.85
Beaver-Main El Sch,2021,0.0,54483.88,166985.12,945939.36,11780.66,66735.23
Bedford El Sch,2021,376387.38,966611.49,1294931.19,3864701.59,1150116.55,3432504.62
Bedford MS,2021,69322.88,128477.51,707034.98,2544326.4,627965.91,2259789.51
Bedford SHS,2021,107726.93,168709.54,1062663.03,3287034.78,943823.38,2919439.39
Bedminster El Sch,2021,39159.0,45598.0,349772.0,4656976.0,110454.0,1471666.0
Bell Avenue School,2021,258047.43,202336.75,566599.38,1918440.32,535940.75,1814633.71
Bellaire El Sch,2021,45933.0,96396.0,960580.0,2358825.0,271374.0,2231112.0
Belle Valley El Sch,2021,250566.58,796147.43,799738.1,4173309.45,367949.5,1920087.48
Belle Vernon Area HS,2021,119460.0,480192.0,1088153.0,4374051.0,943463.0,3792440.0
Belle Vernon Area MS,2021,13665.0,245369.0,124471.0,2235056.0,107921.0,1937864.0
Bellefonte Area HS,2021,86.84,1000.0,2190079.83,6442841.22,63081.57,56888.9
Bellefonte Area MS,2021,0.0,0.0,2220208.72,5426372.09,58187.63,52475.4
Bellefonte El Sch,2021,333707.2,1125214.83,1171524.09,6560736.46,32867.22,29640.67
Bellevue El Sch,2021,371729.0,459365.0,286201.0,2990987.0,370266.0,2097983.0
Bellwood Antis MS,2021,290487.74,131212.29,232562.42,1524116.06,399436.72,2617739.88
Bellwood-Antis HS,2021,197885.78,45798.04,336404.65,1838716.19,577790.56,3158080.16
Belmont Hills El Sch,2021,164454.77,459113.13,1766506.49,6088367.94,595276.99,2015612.96
Ben Franklin El Sch,2021,109616.35,469595.98,513230.23,3661434.62,293073.85,2090817.52
Ben Franklin Sch,2021,274329.0,884428.0,523766.0,2039779.0,777209.0,2935769.0
Benjamin Chambers El Sch,2021,185430.0,777275.0,742712.0,2849630.0,354426.0,2513414.0
Benjamin Franklin El Sch,2021,0.0,292.88,484.78,12348.36,0.0,741.8
Benjamin Franklin Sch,2021,211308.0,238844.0,2850944.0,3900828.0,4278161.0,5853630.0
Benjamin Rush El Sch,2021,117347.31,556640.11,1222613.78,4816825.23,412220.42,1594656.48
Benner El Sch,2021,24482.51,19993.16,706817.46,3633096.38,20356.71,18358.31
Bensalem Twp HS,2021,999859.35,1673406.86,6627673.3,22348379.57,2232273.17,7398646.74
Benton Area HS,2021,82647.64,81380.4,580892.14,2670352.02,1872.63,36969.12
Benton Area MS,2021,52884.89,52074.0,371703.47,1708715.0,1198.27,23655.94
Bentworth El Ctr,2021,657354.52,505411.44,235541.11,2223987.65,296995.87,2804245.79
Bentworth MS,2021,120006.29,56542.48,136583.88,1645476.94,172219.82,2074796.5
Bentworth SHS,2021,326263.25,32275.74,416875.89,2046554.15,525642.52,2580518.32
Berkey Sch,2021,141635.91,966330.25,618306.47,2758506.11,3978.59,0.0
Berlin Brothersvalley El Sch,2021,100673.49,466460.47,189423.48,895043.96,389111.04,1838586.62
Berlin Brothersvalley MS,2021,57687.79,87015.0,125384.06,801448.36,257562.15,1646323.88
Berlin Brothersvalley SHS,2021,61345.69,64697.28,194718.43,1111237.05,399987.85,2282687.41
Bermudian Springs El Sch,2021,92296.4,682076.76,831551.51,4019550.28,602157.99,2910708.82
Bermudian Springs HS,2021,3845.69,28419.87,843962.73,4079543.56,611145.42,2954152.24
Bermudian Springs MS,2021,32047.36,236832.21,806729.08,3899563.7,584183.13,2823821.99
Berwick Area HS,2021,14587.63,45002.53,462162.91,8225540.78,0.01,0.01
Berwick Area MS,2021,0.01,217665.06,333718.91,9653343.61,0.01,0.01
Bethel El Sch,2021,204703.53,315070.57,810265.75,3700406.74,315103.35,1439047.07
Bethel Memorial El Sch,2021,0.0,342.85,401.11,13910.46,0.0,0.0
Bethel Park HS,2021,97.18,139.63,1210.18,14386.22,0.0,0.48
Bethel Springs El Sch,2021,49393.4,104296.6,841768.48,7841220.42,203994.94,1818800.06
Bethlehem-Center El Sch,2021,415645.27,316378.66,242761.2,4449695.64,0.0,0.0
Bethlehem-Center SHS,2021,0.0,0.0,61818.96,3259324.12,0.0,0.0
Bethune Mary McLeod Sch,2021,782383.16,3857388.26,1178311.09,2849274.49,28300.59,332029.42
Beverly Hills MS,2021,1916362.57,1212292.05,1313390.02,9332614.06,985980.69,7063237.76
Big Beaver El Sch,2021,175808.6,546084.69,366817.94,1139384.86,849254.08,2637895.08
Big Spring HS,2021,285394.08,20679.78,1689107.78,6923577.35,867962.94,3660931.6
Big Spring MS,2021,262895.94,17203.98,1362682.9,5053386.01,701988.16,2730452.31
Biglerville El Sch,2021,115831.56,365386.36,895573.89,2647935.02,665214.13,1966832.47
Biglerville HS,2021,0.0,0.0,1217285.39,3296193.31,904174.92,2448345.59
Blackhawk HS,2021,29234.43,1769.0,1529760.45,5759405.82,1.0,1.0
Blackhawk Intermediate Sch,2021,25695.92,208126.37,485013.78,4095493.95,1.0,1.0
Blacklick Valley El Ctr,2021,348140.27,472256.24,241870.25,629706.58,908514.71,2365308.23
Blacklick Valley JSHS,2021,475729.68,137973.14,328033.11,632375.38,1232160.25,2375332.78
Blain El Sch,2021,352537.74,352537.74,115700.57,2567112.61,0.0,0.0
Blaine James G Sch,2021,610082.0,2693736.03,1027601.72,2757697.04,21483.8,267782.91
Blair Mill El Sch,2021,137174.0,89313.0,1172210.0,5509049.0,277298.0,1292246.0
Blairsville El Sch,2021,279189.0,685006.67,1079328.51,2648196.08,1346270.78,3303154.67
Blankenburg Rudolph Sch,2021,591393.45,2754477.29,853126.24,2468593.07,19193.36,216868.7
Bloomsburg Area HS,2021,1475.0,98193.1,1235775.4,4440108.1,87182.96,313246.04
Bloomsburg Area MS,2021,0.0,450170.32,420504.1,3108919.16,29666.22,219331.73
Blossburg El Sch,2021,119656.02,285615.51,419708.04,2445141.2,200789.69,295618.07
Blue Ball El Sch,2021,102590.15,943518.81,1386169.31,4239798.95,436284.61,1334439.44
Blue Bell El Sch,2021,88678.39,158378.34,1434083.05,6428151.22,998631.95,1023047.96
Blue Mountain El East Sch,2021,62147.12,231364.91,1391151.05,5810270.74,179057.49,0.0
Blue Mountain El East School,2021,0.0,0.0,0.0,0.0,0.0,2160276.0
Blue Mountain HS,2021,77621.41,162162.13,2054186.45,7944465.35,278630.98,2009450.39
Blue Mountain MS,2021,57070.34,58440.8,1750121.52,5428868.8,146334.66,1385155.26
Blue Ridge El Sch,2021,900014.85,312980.0,668595.99,2188871.97,1150790.54,3767496.66
Blue Ridge HS,2021,532778.35,172508.66,184997.48,1337570.42,318418.53,2302232.46
Blue Ridge MS,2021,433833.8,140741.34,150640.81,1089164.49,259283.66,1874675.0
Bobtown El Sch,2021,610064.0,743670.0,536179.0,859239.0,1385136.0,2219711.0
Bodine William W HS,2021,957693.13,4133646.69,1482543.55,3035888.06,34700.11,139063.02
Boiling Springs HS,2021,45073.0,29623.0,1927882.0,7334272.0,485418.0,1833568.0
Bon Air El Sch,2021,123538.23,416485.84,554669.65,3293271.91,386339.05,2293833.0
Bon Meade El Sch,2021,33095.4,170724.73,1228442.5,6336999.16,368777.3,1902361.26
Boothwyn El Sch,2021,0.01,28317.43,541968.77,3532710.83,597607.6,2245538.86
Borland Manor El Sch,2021,29685.65,119766.55,291032.84,2588666.68,107260.36,954054.93
Bower Hill El Sch,2021,62486.4,0.0,984209.13,6319665.88,290177.93,1863249.93
Boyce MS,2021,41861.72,284862.6,2304801.37,10158677.38,6019.53,0.0
Boyertown Area MS-East,2021,54384.64,212922.42,4821488.36,6662457.72,5000.0,5000.0
Boyertown Area MS-West,2021,80739.57,312508.3,4802479.43,6917566.22,5000.0,5000.0
Boyertown Area SHS,2021,76312.14,879532.57,5916719.72,26777955.03,88146.35,148699.21
Boyertown El Sch,2021,86432.06,478197.3,4371325.69,7000908.84,88146.35,148699.21
Bradford Area HS,2021,332926.35,265749.34,559058.47,3634883.53,970202.32,6294228.45
Bradford Hgts El Sch,2021,48508.52,165292.15,835655.3,5371116.41,251949.01,1619384.81
Bradford Woods El Sch,2021,72629.0,38223.05,611783.95,5744584.16,0.01,38455.02
Brandywine Heights El Sch,2021,55320.0,263861.0,867122.0,4135933.0,401004.0,1912679.0
Brandywine Heights HS,2021,104969.0,342171.0,1645358.0,5363413.0,760903.0,2480333.0
Brandywine Heights Intrmd/MS,2021,79747.0,296497.0,1250005.0,4647477.0,578070.0,2149245.0
Brandywine-Wallace El Sch,2021,45862.27,101273.67,775097.79,4982472.84,233691.01,1502209.27
Brecht Sch,2021,21750.08,156668.4,452415.91,2597590.58,124571.6,715240.15
Brecknock El Sch,2021,105431.32,809089.11,1459515.54,4404319.16,459369.69,1386220.74
Breezewood El Sch,2021,3490.58,294363.19,54496.84,349055.22,69401.12,444517.97
Bregy F Amedee Sch,2021,404477.9,2589843.29,617546.29,2577518.6,14778.79,151847.69
Brentwood MS,2021,156540.14,252346.58,357418.35,2252534.33,245617.07,1547936.44
Brentwood SHS,2021,198169.02,300612.31,694021.6,3134960.43,476930.05,2154337.62
Bridesburg Sch,2021,976298.03,4607454.12,1614884.82,4238065.95,38698.41,353307.99
Bridge Valley El Sch,2021,104894.0,70035.0,1395449.0,8430243.0,369813.0,2234128.0
Bridgeport El Sch,2021,41146.11,530503.21,748229.99,5660304.52,126072.77,953731.2
Bridle Path El Sch,2021,99856.36,268014.16,652532.84,6749271.41,163648.74,1692650.06
Brigadier General Anna Mae Hays El Sch,2021,290366.0,1439003.0,513399.0,2544321.0,937092.0,4644071.0
Bristol HS,2021,62863.79,251455.16,653510.46,2614041.83,1.0,1.0
Bristol MS,2021,51250.12,205000.48,302406.45,1209625.78,1.0,1.0
Broad Street El Sch,2021,22775.94,141218.48,174614.56,1027570.91,157965.44,929594.22
Brockway Area Elementary Sch,2021,45818.72,906326.55,196510.1,1463738.75,558848.05,4162674.12
Brockway Area JSHS,2021,79792.45,450727.29,257070.35,1549980.19,731073.16,4407933.1
Brooke El Sch,2021,45818.88,157985.04,1043566.42,5147440.64,268647.59,1309636.95
Brookville JSHS,2021,84789.7,1596229.81,702605.49,2063631.35,1440553.9,4231068.79
Brookwood El Sch,2021,1634124.72,328652.16,1282740.91,7778824.84,845919.29,5518492.26
Broughal MS,2021,540830.0,706380.0,919598.0,8378170.0,67.0,1622.0
Brown Henry A Sch,2021,538635.62,2837094.15,837166.98,2714216.96,18843.18,248725.8
Brown Joseph H Sch,2021,0.0,0.0,840972.12,2741209.12,0.0,259214.09
Brown Joseph Sch,2021,502047.55,2974633.64,0.0,0.0,20052.28,0.0
Brownstown El Sch,2021,181455.0,243288.0,1574627.0,4513926.0,436351.0,1250872.0
Brownsville Area El Sch,2021,202170.0,794787.0,425718.0,1673612.0,1137769.0,4472878.0
Brownsville Area HS,2021,182780.0,718559.0,384887.0,1513095.0,1028645.0,4043884.0
Brownsville Area MS,2021,144767.0,569118.0,304841.0,1198412.0,814715.0,3202865.0
Bryant William C Sch,2021,607619.11,2902340.93,1007287.58,2843034.18,21870.64,344426.43
Buchanan El Sch,2021,152257.0,290883.0,413056.0,1676587.0,170802.0,1310354.0
Bucher Sch,2021,35039.78,220992.75,638977.07,3651658.87,175940.76,1005475.26
Buck El Sch,2021,23384.92,122719.94,1169346.1,6136521.34,397246.77,2084680.72
Buckingham El Sch,2021,69725.0,46553.0,884403.0,5617056.0,234379.0,1488596.0
Bucktail Area MS,2021,31033.87,159234.03,122078.8,626383.32,141224.61,724620.04
Bucktail HS,2021,50614.94,248800.13,199105.37,978711.97,230331.39,1132204.96
Buffalo El Sch,2021,346698.23,81811.29,605159.35,3701546.09,416224.49,2545898.22
Building 21,2021,597508.13,3253091.73,990036.37,2048507.28,22847.1,91561.3
Building 21 Allentown,2021,178661.0,912967.0,315892.0,1614229.0,576588.0,2946402.0
Bullskin El Sch,2021,333800.56,815872.87,464442.29,1135186.41,1152612.16,2817206.13
Burchfield Primary Sch,2021,87281.0,127541.0,611151.0,4558322.0,67889.0,811052.0
Burgettstown El Ctr,2021,55834.39,133274.93,838032.09,3712724.03,961092.2,4257915.79
Burgettstown MS/HS,2021,117408.12,410297.42,363439.87,3262493.15,416808.89,3741571.14
Burrell HS,2021,144574.86,122754.8,814820.25,4473087.86,567539.4,3115599.58
Burrowes El Sch,2021,0.0,0.0,0.0,1702878.0,609048.0,0.0
Burrowes Sch,2021,412530.0,432694.0,487906.0,0.0,0.0,2125684.0
Bushkill El Sch,2021,73152.95,364367.49,1669318.15,4224363.55,804194.47,2035088.29
Butler Area IHS,2021,296682.02,714212.69,2001805.87,9748725.08,1810937.96,8819205.05
Butler Area SHS,2021,252132.66,606967.49,1701217.44,8284869.9,1539010.0,7494925.31
Butler El Sch,2021,125473.0,83775.0,1593278.0,9782121.0,422240.0,2592394.0
Bywood El Sch,2021,651536.16,964995.44,701380.97,3405597.22,526816.46,3196536.65
C E Cole Intermediate Sch,2021,906660.54,916910.39,311137.96,5584066.9,501185.63,3792409.28
C E McCall MS,2021,70409.75,344726.72,1864324.53,3344884.05,1459638.79,2618815.79
C G Johnson El Sch,2021,134794.29,255131.77,194887.68,1567898.99,279786.0,2203851.27
Cairnbrook El Sch,2021,74881.94,404752.3,179362.89,608327.24,526108.4,1784349.52
Caley El Sch,2021,58003.34,104896.56,999823.55,6196474.07,168464.94,1044072.92
California Area El Sch,2021,116156.4,60005.06,283349.54,1464465.96,487657.5,2520409.81
California Area MS,2021,39266.36,24927.55,141891.46,783407.92,244201.33,1348278.82
California Area SHS,2021,75357.93,383328.54,403548.76,1122491.4,694524.83,1931856.13
Caln El Sch,2021,208728.0,358991.0,1394735.0,2997945.0,597533.0,1500448.0
Calypso El Sch,2021,100343.0,296670.0,325460.0,3349498.0,4142.0,204886.0
Cambria El Sch,2021,13889.22,481859.55,172164.22,1522163.26,219118.09,1937298.7
Cambria Heights El Sch,2021,2448.5,92791.31,803383.19,5556136.28,6389.42,13036.42
Cambria Heights MS,2021,5488.84,92791.31,847069.79,2057653.09,6389.42,13036.42
Cambria Heights SHS,2021,5488.84,92791.31,868097.4,5641319.95,6389.42,13036.42
Cambridge Springs El Sch,2021,609221.19,511336.06,115403.61,1917970.45,208881.69,3471545.75
Cambridge Springs JSHS,2021,529115.12,158502.06,541915.92,2146663.84,980873.24,3885483.07
Cameron County JSHS,2021,300081.0,200062.0,138168.0,1038788.0,332990.0,2503515.0
Camp Curtin Academy,2021,189582.0,214287.0,2557818.0,3499757.0,3838293.0,5251777.0
Camp Hill MS,2021,23635.04,141161.83,557766.25,3331295.08,138098.48,824802.11
Camp Hill SHS,2021,34996.45,209018.57,825885.46,4932654.46,204482.66,1221285.94
Canadochly El Sch,2021,148539.14,300397.4,641904.32,2921548.2,324091.65,1475063.09
Candlebrook El Sch,2021,91418.9,157575.6,866029.84,5503832.1,145921.41,927366.43
Canon-McMillan SHS,2021,199926.35,217433.31,1958643.22,12646841.83,721859.34,4661002.47
Canonsburg MS,2021,86429.67,112426.58,939383.3,7285614.81,346210.38,2685118.47
Canton Area El Sch,2021,235220.5,1094892.5,7262.91,1460220.74,17796.67,3578056.65
Canton JSHS,2021,235368.5,1160582.5,144275.14,1483039.63,353525.05,3633970.98
Carbondale Area JSHS,2021,1725.0,2500.0,1396091.0,3852055.0,567520.0,4950249.0
Carbondale El Sch,2021,5724.0,153401.0,1652843.0,4120652.0,916540.0,5425135.0
Carl G Renn El Sch,2021,0.0,118006.09,208634.03,991712.92,265534.21,1262180.08
Carlisle Area HS,2021,234720.0,253184.0,4723581.0,5187773.0,1336342.0,4660270.0
Carlynton JSHS,2021,25614.88,302115.38,2211325.16,7209397.22,947710.78,3089741.66
Carmichaels Area El Ctr,2021,757362.46,1027974.34,871756.7,1443833.41,1159857.88,2481561.7
Carmichaels Area HS,2021,251090.19,84364.01,770320.81,862919.16,1167878.44,1169084.05
Carmichaels Area MS,2021,436754.99,96132.8,1210922.78,1614935.06,1831448.38,2123358.34
Carnegie El Sch,2021,17813.15,322471.57,935634.14,3929469.25,400986.06,1684058.25
Carnell Laura H Sch,2021,1071411.51,4086956.88,1790379.07,4376061.21,39458.25,407704.89
Carroll El Sch,2021,1793.03,231407.52,125018.97,2854577.18,0.0,0.0
Carson MS,2021,151631.0,80523.02,1295905.87,12640519.79,0.01,384.57
Carter and MacRae El Sch,2021,442163.0,763444.0,747753.0,2341027.0,933412.0,2922279.0
Carver HS,2021,1272281.02,5879419.92,0.0,4421011.67,50275.08,0.0
Case Avenue El Sch,2021,241072.59,723217.77,241072.59,1928580.72,482145.18,4419664.15
Catasauqua MS,2021,389095.08,768360.7,759834.99,6317762.7,276.46,63882.13
Catasauqua SHS,2021,306472.02,723871.48,747321.97,7221792.68,259.18,59889.5
Catharine Joseph Sch,2021,629429.98,3624088.68,1097582.18,2270899.99,24402.0,321597.21
Cayuga School,2021,616004.13,3148636.88,872880.12,2381410.7,21316.67,576941.81
Cecelia Snyder MS,2021,142770.92,492882.05,1623304.37,5606511.8,546351.11,1856089.84
Cecil Intrmd Sch,2021,41550.48,61990.45,425842.5,3667260.44,156944.55,1351571.42
Cedar Cliff HS,2021,85195.0,1358565.0,5142520.0,11645109.0,1804210.0,4085588.0
Cedar Crest HS,2021,238623.0,506464.0,2420155.0,12932973.0,688780.0,6204098.0
Cedar Crest MS,2021,174266.0,287097.0,1543677.0,8712086.0,437318.0,4279716.0
Cedarbrook MS,2021,147306.24,424044.05,2542451.73,9909724.05,3616274.65,240019.77
Center El Sch,2021,14682.12,55324.55,323207.04,1217894.87,232506.69,876121.71
Center Grange Primary School,2021,87065.0,271079.0,1033693.0,3218420.81,737290.0,2295566.0
Center Township El Sch,2021,0.0,0.0,0.0,3451250.2,0.0,0.0
Center Twp Sch,2021,76496.37,474303.32,586469.08,0.0,530550.5,3122180.89
Centerville El Sch,2021,44593.08,80030.69,814198.82,5402338.35,295427.29,1960206.96
Centerville MS,2021,50756.98,94005.48,1074628.45,6202037.24,389922.66,2250373.04
Central Bucks HS-East,2021,124792.0,206305.0,3020551.0,18463207.0,800487.0,4893000.0
Central Bucks HS-South,2021,155157.0,256503.0,3795845.0,21396555.0,1005950.0,5670377.0
Central Bucks HS-West,2021,135785.0,224478.0,3319390.0,18404787.0,879683.0,4877518.0
Central Cambria HS,2021,15338.83,671093.01,565429.06,4375276.18,719636.99,43597.66
Central Cambria MS,2021,4535.96,123326.06,262303.13,3071618.28,333840.34,43597.31
Central Columbia El Sch,2021,195651.26,1707754.2,2376784.15,4120269.81,1584522.76,2746846.54
Central Columbia MS,2021,168081.2,802111.94,2084908.58,3708126.94,1389939.05,2472084.63
Central Columbia SHS,2021,173315.7,447895.16,2549596.12,4386507.39,1699730.75,2924338.26
Central Dauphin East MS,2021,155378.62,440193.82,1232902.31,7258770.22,375000.62,2207833.78
Central Dauphin East SHS,2021,167820.12,1132536.48,2494429.9,13121805.0,758707.94,3991139.47
Central Dauphin MS,2021,109158.03,447529.14,1350761.55,6858462.0,410848.79,2086075.69
Central Dauphin SHS,2021,195016.62,1187416.4,2943715.37,15442715.37,895362.99,4697069.56
Central El Sch,2021,242112.0,1348256.0,428081.0,2383870.0,781364.0,4351205.0
Central HS,2021,3458323.07,13763045.03,5802328.83,9694043.99,136338.24,546384.58
Central MS,2021,0.0,0.0,1.0,1.0,1.0,1.0
Central Manor El Sch,2021,35079.0,361138.0,796382.0,4092854.0,357962.0,1839678.0
Central Mountain HS,2021,371342.88,1524725.01,1460761.76,5997853.02,1689855.41,6938506.08
Central Mountain MS,2021,307089.46,1532391.8,1208006.32,6028012.09,1397459.92,6973395.05
Central Valley HS,2021,133783.0,416536.0,1588358.0,4945378.0,1132910.0,3527333.0
Central Valley MS,2021,95205.0,296424.0,1130339.0,3519330.0,806224.0,2510192.0
Central York HS,2021,202714.14,263032.09,3241865.01,16858009.81,1139033.65,5923084.53
Central York MS,2021,33857.44,131516.05,1376521.92,8627803.85,483642.84,3031390.54
Centre Hall-Potter El Sch,2021,54739.12,161562.09,419948.53,1453459.31,236090.27,817118.34
Cetronia Sch,2021,130888.61,180199.86,1201907.91,6634334.53,281721.4,1555055.91
Chadds Ford El Sch,2021,4864.08,156402.99,705637.58,7198253.51,154896.05,1580104.43
Chambers Hill El Sch,2021,38554.35,480383.44,437728.29,2613774.22,133139.81,795007.81
Chambersburg Area Career Magnet Sch,2021,116420.0,151443.0,701345.0,2893239.0,486402.0,3142177.0
Chambersburg Area MS - North,2021,188025.0,341027.0,1332185.0,6950307.0,758029.0,4896900.0
Chambersburg Area MS - South,2021,186886.0,499449.0,1355115.0,7035001.0,713811.0,4611247.0
Chambersburg Area SHS,2021,517379.0,1004740.0,3953500.0,13044262.0,1572911.0,10181067.0
Charleroi Area El Ctr,2021,213613.55,679433.42,968730.51,3081208.42,1322313.77,4205838.74
Charleroi Area HS,2021,196296.68,536706.76,890199.03,2433947.68,1215118.57,3322330.08
